House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
170,Castorshy Drive,Vanessa,Mahmood,57,Head,Married,Female,Community development worker,None,Catholic
170,Castorshy Drive,Gareth,Mahmood,59,Husband,Married,Male,Video editor,None,None
170,Castorshy Drive,Alan,Mahmood,20,Son,Single,Male,University Student,None,Catholic
170,Castorshy Drive,Amanda,Mahmood,18,Daughter,Single,Female,Student,None,Catholic
170,Castorshy Drive,Amelia,Mahmood,14,Daughter,NA,Female,Student,None,NA
1,Marshall Inlet,Gareth,Martin,45,Head,Married,Male,Clinical embryologist,None,None
1,Marshall Inlet,Leanne,Martin,46,Wife,Married,Female,IT trainer,None,None
2,Marshall Inlet,Leon,Bradley,42,Head,Married,Male,Public affairs consultant,None,None
2,Marshall Inlet,Dorothy,Bradley,40,Wife,Married,Female,Forensic psychologist,None,None
3,Marshall Inlet,Irene,Gray,31,Head,Married,Female,"Engineer, production",None,None
3,Marshall Inlet,Conor,Gray,35,Husband,Married,Male,Unemployed,None,None
3,Marshall Inlet,Raymond,Gray,4,Son,NA,Male,Child,None,NA
3,Marshall Inlet,Francis,Gray,4,Son,NA,Male,Child,None,NA
4,Marshall Inlet,Gail,Stephenson,70,Head,Widowed,Female,Retired Hotel manager,None,Christian
4,Marshall Inlet,Wayne,Stephenson,34,Son,Divorced,Male,Legal executive,None,Christian
4,Marshall Inlet,Mohamed,Stephenson,30,Son,Single,Male,Software engineer,None,Christian
5,Marshall Inlet,Brett,Hodgson,23,Head,Divorced,Male,General practice doctor,None,Muslim
5,Marshall Inlet,Garry,Harris,58,None,Single,Male,Clinical psychologist,None,Catholic
5,Marshall Inlet,Anne,Humphries,31,None,Single,Female,Wellsite geologist,None,Christian
6,Marshall Inlet,Glen,Ward,65,Head,Single,Male,"Engineer, maintenance",None,None
6,Marshall Inlet,Frank,Jones,15,Grandson,NA,Male,Student,None,NA
6,Marshall Inlet,Stacey,Clark,11,Granddaughter,NA,Female,Student,None,NA
6,Marshall Inlet,Christian,Clark,10,Grandson,NA,Male,Student,None,NA
6,Marshall Inlet,Cameron,Clark,3,Grandson,NA,Male,Child,None,NA
6,Marshall Inlet,Jordan,Clark,1,Grandson,NA,Male,Child,None,NA
7,Marshall Inlet,Louise,Wright,39,Head,Married,Female,Diagnostic radiographer,None,None
7,Marshall Inlet,Thomas,Wright,38,Husband,Married,Male,Firefighter, ,None
7,Marshall Inlet,Thomas,Wright,15,Son,NA,Male,Student,None,NA
7,Marshall Inlet,Kate,Williams,15,Daughter,NA,Female,Student,None,NA
7,Marshall Inlet,Ann,Williams,14,Daughter,NA,Female,Student,None,NA
8,Marshall Inlet,Pauline,Holmes,66,Head,Single,Female,"Psychologist, forensic",None,None
9,Marshall Inlet,Naomi,Barber,53,Head,Married,Female,"Designer, fashion/clothing",None,Catholic
9,Marshall Inlet,Steven,Barber,55,Husband,Married,Male,Actuary,None,None
10,Marshall Inlet,Ricky,Johnson,45,Head,Married,Male,Mechanical engineer,None,Catholic
10,Marshall Inlet,Melissa,Johnson,45,Wife,Married,Female,Ergonomist,None,None
11,Marshall Inlet,Alexandra,Evans,57,Head,Married,Female,"Production assistant, radio",None,Christian
11,Marshall Inlet,Keith,Evans,60,Husband,Married,Male,Consulting civil engineer,None,Christian
11,Marshall Inlet,Barry,Evans,30,Son,Divorced,Male,Probation officer,None,Christian
11,Marshall Inlet,Thomas,Evans,29,Son,Divorced,Male,Learning disability nurse,None,Christian
12,Marshall Inlet,Andrea,Smith,69,Head,Widowed,Female,Retired International aid/development worker,None,Christian
13,Marshall Inlet,Carolyn,Smith,46,Head,Married,Female,"Engineer, land",None,None
13,Marshall Inlet,Luke,Smith,47,Husband,Married,Male,"Designer, furniture",None,None
13,Marshall Inlet,Sophie,Smith,17,Daughter,NA,Female,Student,None,NA
13,Marshall Inlet,Helen,Smith,15,Daughter,NA,Female,Student,None,NA
14,Marshall Inlet,Kerry,Reynolds,47,Head,Single,Female,Press photographer,None,None
14,Marshall Inlet,Conor,Cole,47,Partner,Single,Male,Barista,None,None
14,Marshall Inlet,Steven,Reynolds,21,Son,Single,Male,University Student,None,None
14,Marshall Inlet,Fiona,Reynolds,2,Daughter,NA,Female,Child,None,NA
1,Houghton Circle,Jennifer,Evans,94,Head,Married,Female,Retired Tax adviser,None,Christian
1,Houghton Circle,Nigel,Evans,94,Husband,Married,Male,Retired Bookseller,Deaf,Christian
2,Houghton Circle,Chloe,Watkins,33,Head,Married,Female,Geoscientist,None,None
2,Houghton Circle,Elliott,Watkins,37,Husband,Married,Male,Broadcast engineer,None,None
3,Houghton Circle,Hayley,Joyce-Williams,75,Head,Widowed,Female,Retired Pharmacologist,None,Catholic
3,Houghton Circle,Douglas,Joyce-Williams,39,Son,Single,Male,Child psychotherapist,None,None
3,Houghton Circle,Dennis,Joyce-Williams,35,Son,Single,Male,Unemployed,None,Catholic
3,Houghton Circle,Timothy,Joyce-Williams,35,Son,Single,Male,Newspaper journalist,None,Catholic
3,Houghton Circle,Graham,Joyce-Williams,33,Son,Divorced,Male,Medical laboratory scientific officer,None,None
4,Houghton Circle,Joan,Jackson,28,Head,Married,Female,Personnel officer,None,None
4,Houghton Circle,Nicholas,Jackson,28,Husband,Married,Male,Television camera operator,None,None
4,Houghton Circle,Robin,Jackson,7,Son,NA,Male,Student,None,NA
5,Houghton Circle,Raymond,Smith,50,Head,Single,Male,Bookseller,None,Catholic
5,Houghton Circle,Lesley,Marshall,47,Partner,Single,Female,Human resources officer,None,Catholic
6,Houghton Circle,Rosemary,Cook,34,Head,Married,Female,Manufacturing engineer,None,Christian
6,Houghton Circle,Lee,Cook,31,Husband,Married,Male,Soil scientist,None,Christian
6,Houghton Circle,Bernard,Cook,14,Son,NA,Male,Student,None,NA
6,Houghton Circle,Lee,Cook,14,Son,NA,Male,Student,None,NA
7,Houghton Circle,Gemma,Murphy,83,Head,Married,Female,"Retired Designer, industrial/product",None,Christian
7,Houghton Circle,Louis,Murphy,84,Husband,Married,Male,Retired Energy manager,None,Christian
8,Houghton Circle,Mary,Metcalfe,37,Head,Divorced,Female,Unemployed,None,None
8,Houghton Circle,Elaine,Metcalfe,2,Daughter,NA,Female,Child,None,NA
8,Houghton Circle,Frances,Metcalfe,2,Daughter,NA,Female,Child,None,NA
8,Houghton Circle,Rachel,Brown,52,Lodger,Single,Female,Community pharmacist,None,Christian
9,Houghton Circle,Zoe,Taylor,36,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Methodist
9,Houghton Circle,Joshua,Taylor,35,Husband,Married,Male,Architectural technologist,None,Methodist
9,Houghton Circle,Joel,Taylor,1,Son,NA,Male,Child,None,NA
10,Houghton Circle,Hannah,Webb,47,Head,Married,Female,Printmaker,None,Christian
10,Houghton Circle,Timothy,Webb,50,Husband,Married,Male,Audiological scientist,None,Christian
11,Houghton Circle,Ellie,Robinson,46,Head,Divorced,Female,"Accountant, chartered",None,Catholic
12,Houghton Circle,Charlene,Cox,19,Head,Single,Female,University Student,None,Methodist
12,Houghton Circle,Nicholas,James,22,None,Single,Male,University Student,None,Muslim
12,Houghton Circle,Marion,Jones,18,None,Single,Female,University Student,None,None
12,Houghton Circle,Yvonne,Parker,20,None,Single,Female,University Student,None,None
12,Houghton Circle,Debra,Hill,21,None,Single,Female,University Student,None,Christian
13,Houghton Circle,Joshua,Barnes,41,Head,Married,Male,"Doctor, hospital",None,Methodist
13,Houghton Circle,Judith,Barnes,36,Wife,Married,Female,"Conservation officer, nature",None,Methodist
13,Houghton Circle,Leon,Barnes,45,Cousin,Divorced,Male,Unemployed,None,Methodist
14,Houghton Circle,Barbara,Gardiner,50,Head,Married,Female,"Engineer, civil (contracting)",None,Christian
14,Houghton Circle,Ashley,Gardiner,49,Husband,Married,Male,"Engineer, electrical",None,Christian
14,Houghton Circle,Vanessa,Gardiner,21,Daughter,Single,Female,University Student,None,None
14,Houghton Circle,Alex,Gardiner,17,Son,NA,Male,Student,None,NA
15,Houghton Circle,Leanne,Ross,26,Head,Married,Female,Unemployed,None,Christian
15,Houghton Circle,Vincent,Ross,27,Husband,Married,Male,Sports therapist,None,Christian
15,Houghton Circle,Nathan,Ross,1,Son,NA,Male,Child,None,NA
16,Houghton Circle,Rosemary,Rowley,96,Head,Married,Female,Retired Osteopath,None,None
16,Houghton Circle,Christian,Rowley,98,Husband,Married,Male,"Retired Chemist, analytical",None,None
17,Houghton Circle,Kirsty,Brookes,80,Head,Married,Female,Retired Network engineer,None,Christian
17,Houghton Circle,Kieran,Brookes,85,Husband,Married,Male,"Retired Surveyor, minerals",None,None
18,Houghton Circle,Elizabeth,George,31,Head,Single,Female,"Horticulturist, amenity",None,Muslim
18,Houghton Circle,Frank,Goodwin,33,Partner,Single,Male,Actuary,None,Muslim
18,Houghton Circle,Chelsea,George,12,Daughter,NA,Female,Student,None,NA
18,Houghton Circle,Geraldine,George,10,Daughter,NA,Female,Student,None,NA
19,Houghton Circle,Timothy,Price,20,Head,Single,Male,University Student,None,Christian
19,Houghton Circle,Hilary,Smith,20,None,Single,Female,University Student,None,Christian
20,Houghton Circle,Allan,Simpson,43,Head,Married,Male,"Biochemist, clinical",Mental Disability,None
20,Houghton Circle,Tracy,Simpson,43,Wife,Married,Female,"Geologist, engineering",None,None
21,Houghton Circle,Catherine,Wheeler,44,Head,Single,Female,Professor Emeritus,None,None
22,Houghton Circle,Marc,Edwards,104,Head,Married,Male,Retired Estate agent,None,Christian
22,Houghton Circle,Patricia,Edwards,102,Wife,Married,Female,Retired Horticultural therapist,None,Christian
1,Gwyneddbind Street,Martyn,Barnes,57,Head,Divorced,Male,Unemployed,None,Christian
2,Gwyneddbind Street,Jason,Brown,58,Head,Divorced,Male,Recycling officer,None,None
2,Gwyneddbind Street,Marilyn,Lane,58,None,Single,Female,Intelligence analyst,None,None
2,Gwyneddbind Street,Gareth,Clayton,49,None,Single,Male,Location manager,None,Catholic
3,Gwyneddbind Street,Rosemary,Stephenson,45,Head,Married,Female,Ergonomist,None,Catholic
3,Gwyneddbind Street,Martin,Stephenson,47,Husband,Married,Male,"Doctor, general practice",None,Catholic
3,Gwyneddbind Street,Lynne,Stephenson,25,Daughter,Single,Female,"Therapist, art",None,None
3,Gwyneddbind Street,Martin,Stephenson,2,Son,NA,Male,Child,None,NA
4,Gwyneddbind Street,Kenneth,Simmons,41,Head,Single,Male,"Designer, interior/spatial",None,Catholic
4,Gwyneddbind Street,Alison,Simmons,58,Cousin,Single,Female,Financial controller,None,Catholic
4,Gwyneddbind Street,Natasha,Davies,48,Cousin,Single,Female,Politician's assistant,None,Catholic
4,Gwyneddbind Street,Bethan,Davies,47,Cousin,Single,Female,Immigration officer,None,Catholic
5,Gwyneddbind Street,Josh,Watkins,33,Head,Single,Male,Catering manager,None,None
6,Gwyneddbind Street,Carly,Parker,36,Head,Single,Female,Information officer,None,None
6,Gwyneddbind Street,Neil,Kirk,40,Partner,Single,Male,Unemployed,None,None
6,Gwyneddbind Street,Raymond,Parker,3,Son,NA,Male,Child,None,NA
6,Gwyneddbind Street,Deborah,Parker,1,Daughter,NA,Female,Child,None,NA
7,Gwyneddbind Street,Leah,West,21,Head,Single,Female,University Student,None,None
7,Gwyneddbind Street,Arthur,Chapman,21,Partner,Single,Male,University Student,None,None
8,Gwyneddbind Street,Marilyn,Savage,46,Head,Single,Female,Unemployed,None,None
8,Gwyneddbind Street,Andrew,Savage,22,Son,Single,Male,University Student,None,None
8,Gwyneddbind Street,Jacob,Savage,21,Son,Divorced,Male,University Student,None,None
8,Gwyneddbind Street,Ruth,Savage,19,Daughter,Single,Female,University Student,None,None
9,Gwyneddbind Street,Fiona,Cook,37,Head,Single,Female,Make,None,Catholic
9,Gwyneddbind Street,Brett,Young,39,Partner,Single,Male,Public librarian,None,Catholic
9,Gwyneddbind Street,Robert,Cook,17,Son,NA,Male,Student,None,NA
9,Gwyneddbind Street,Stephen,Cook,12,Son,NA,Male,Student,None,NA
10,Gwyneddbind Street,Amy,Bentley,49,Head,Married,Female,Medical sales representative,None,Christian
10,Gwyneddbind Street,Kyle,Bentley,46,Husband,Married,Male,Environmental health practitioner,None,Christian
10,Gwyneddbind Street,Fiona,White,18,Daughter,Single,Female,Student,None,Christian
10,Gwyneddbind Street,Deborah,White,15,Daughter,NA,Female,Student,None,NA
11,Gwyneddbind Street,Ryan,Davis,44,Head,Married,Male,"Horticulturist, amenity",None,None
11,Gwyneddbind Street,Sian,Davis,41,Wife,Married,Female,Field seismologist,None,None
11,Gwyneddbind Street,Mohamed,Davis,14,Son,NA,Male,Student,None,NA
11,Gwyneddbind Street,Michael,Davis,11,Son,NA,Male,Student,None,NA
12,Gwyneddbind Street,Martyn,Lloyd,54,Head,Single,Male,Midwife,None,None
13,Gwyneddbind Street,Barbara,Morris,57,Head,Married,Female,"Pharmacist, hospital",None,Methodist
13,Gwyneddbind Street,Sam,Morris,50,Husband,Married,Male,Secondary school teacher,None,None
13,Gwyneddbind Street,Frederick,Morris,3,Grandson,NA,Male,Child,None,NA
13,Gwyneddbind Street,Hayley,Newton,0,Granddaughter,NA,Female,Child,None,NA
14,Gwyneddbind Street,Amy,Davies,39,Head,Married,Female,"Horticulturist, commercial",None,None
14,Gwyneddbind Street,Edward,Davies,41,Husband,Married,Male,Chartered certified accountant,None,None
14,Gwyneddbind Street,Jeffrey,Davies,22,Son,Single,Male,University Student,None,None
14,Gwyneddbind Street,Karen,Davies,12,Daughter,NA,Female,Student,None,NA
15,Gwyneddbind Street,Amanda,Ross,37,Head,Single,Female,Fast food restaurant manager,None,Methodist
15,Gwyneddbind Street,Robin,Fletcher,20,None,Single,Male,University Student,None,Christian
15,Gwyneddbind Street,Debra,Johnson,54,None,Single,Female,"Conservator, museum/gallery",None,Christian
15,Gwyneddbind Street,Sylvia,Williams,34,None,Single,Female,Architectural technologist,None,None
16,Gwyneddbind Street,Kate,Atkinson,25,Head,Single,Female,Games developer,None,None
16,Gwyneddbind Street,Chelsea,Atkinson,0,Daughter,NA,Female,Child,None,NA
16,Gwyneddbind Street,Gail,Turner,24,Lodger,Single,Female,International aid/development worker,None,Muslim
16,Gwyneddbind Street,Hilary,Adams,40,Lodger,Single,Female,"Administrator, education",None,Catholic
17,Gwyneddbind Street,Anna,Gardner,39,Head,Single,Female,Unemployed,None,None
17,Gwyneddbind Street,Norman,Gardner,14,Son,NA,Male,Student,None,NA
17,Gwyneddbind Street,Andrea,Gardner,12,Daughter,NA,Female,Student,None,NA
17,Gwyneddbind Street,Katie,Gardner,7,Daughter,NA,Female,Student,None,NA
18,Gwyneddbind Street,Lucy,Martin,72,Head,Married,Female,Retired Fitness centre manager,None,Christian
18,Gwyneddbind Street,John,Martin,74,Husband,Married,Male,Retired Film/video editor,None,Christian
18,Gwyneddbind Street,Robert,Martin,44,Son,Single,Male,Counselling psychologist,None,Christian
18,Gwyneddbind Street,Ben,Martin,40,Son,Single,Male,Architectural technologist,None,Christian
19,Gwyneddbind Street,Pamela,Davies,48,Head,Single,Female,Administrator,None,Catholic
19,Gwyneddbind Street,Abdul,Leonard,47,Partner,Single,Male,Public relations account executive,None,None
19,Gwyneddbind Street,Joanna,Davies,9,Daughter,NA,Female,Student,None,NA
19,Gwyneddbind Street,Valerie,Davies,9,Daughter,NA,Female,Student,None,NA
20,Gwyneddbind Street,Amanda,Doyle,72,Head,Widowed,Female,Retired IT technical support officer,None,Christian
21,Gwyneddbind Street,Mathew,Davies,38,Head,Widowed,Male,"Scientist, research (life sciences)",None,None
21,Gwyneddbind Street,Geoffrey,Davies,3,Son,NA,Male,Child,None,NA
21,Gwyneddbind Street,Stephanie,Anderson,20,Lodger,Single,Female,University Student,None,Methodist
21,Gwyneddbind Street,Leah,Watson,35,Lodger,Single,Female,"Engineer, production",None,Christian
22,Gwyneddbind Street,Chelsea,Armstrong,31,Head,Single,Female,Unemployed,None,None
22,Gwyneddbind Street,Laura,Armstrong,2,Daughter,NA,Female,Child,None,NA
22,Gwyneddbind Street,Phillip,Armstrong,1,Son,NA,Male,Child,None,NA
22,Gwyneddbind Street,Emma,Nash,54,Lodger,Single,Female,Animal technologist,None,Methodist
23,Gwyneddbind Street,Tracey,Graham,50,Head,Married,Female,Unemployed,None,Christian
23,Gwyneddbind Street,Ben,Graham,52,Husband,Married,Male,"Librarian, public",None,Christian
23,Gwyneddbind Street,Glenn,Graham,23,Son,Single,Male,Data processing manager,None,Christian
23,Gwyneddbind Street,Elliott,Graham,23,Son,Single,Male,Financial controller,None,Christian
23,Gwyneddbind Street,Yvonne,Graham,3,Daughter,NA,Female,Child,None,NA
24,Gwyneddbind Street,Sally,Conway,35,Head,Single,Female,Animal nutritionist,None,Catholic
24,Gwyneddbind Street,Gregory,Cole,34,Partner,Single,Male,"Editor, film/video",None,Catholic
24,Gwyneddbind Street,Jamie,Conway,19,Son,Single,Male,University Student,None,None
24,Gwyneddbind Street,Patrick,Conway,15,Son,NA,Male,Student,None,NA
24,Gwyneddbind Street,Jeffrey,Conway,12,Son,NA,Male,Student,None,NA
24,Gwyneddbind Street,Arthur,Conway,8,Son,NA,Male,Student,None,NA
25,Gwyneddbind Street,Megan,Wong,62,Head,Single,Female,Neurosurgeon,None,Christian
26,Gwyneddbind Street,Lynn,Thompson,38,Head,Single,Female,Agricultural consultant,None,None
26,Gwyneddbind Street,Marcus,Watts,39,Partner,Single,Male,Operations geologist,None,None
27,Gwyneddbind Street,Pauline,Jones,46,Head,Married,Female,Photographer,None,Catholic
27,Gwyneddbind Street,Justin,Jones,47,Husband,Married,Male,Dance movement psychotherapist,None,Catholic
27,Gwyneddbind Street,Mark,Jones,17,Son,NA,Male,Student,None,NA
27,Gwyneddbind Street,Judith,Jones,16,Daughter,NA,Female,Student,None,NA
27,Gwyneddbind Street,Glenn,Jones,14,Son,NA,Male,Student,None,NA
1,Station Road,Samantha,Bradley,66,Head,Divorced,Female,Manufacturing systems engineer,None,None
2,Station Road,Abdul,Bond,49,Head,Single,Male,Archivist,None,Christian
2,Station Road,John,Higgins,37,None,Single,Male,"Therapist, horticultural",Physical Disability,None
3,Station Road,Shirley,Marshall,31,Head,Single,Female,Licensed conveyancer,None,None
3,Station Road,Carole,Marshall,5,Daughter,NA,Female,Student,None,NA
3,Station Road,Vincent,Marshall,3,Son,NA,Male,Child,None,NA
4,Station Road,Natasha,Weston,50,Head,Single,Female,Energy manager,None,None
4,Station Road,Ashleigh,Weston,11,Daughter,NA,Female,Student,None,NA
4,Station Road,Kim,Weston,9,Daughter,NA,Female,Student,None,NA
4,Station Road,Alexander,Weston,5,Son,NA,Male,Student,None,NA
5,Station Road,Rebecca,Kirk,70,Head,Widowed,Female,Retired Dancer,None,None
5,Station Road,Jay,Kirk,35,Son,Single,Male,Airline pilot,None,None
5,Station Road,Tina,Kirk,23,Daughter,Single,Female,Medical technical officer,None,None
6,Station Road,Karl,Baxter,69,Head,Single,Male,"Retired Engineer, chemical",None,None
6,Station Road,Melissa,Baxter,44,Daughter,Single,Female,IT technical support officer,None,None
7,Station Road,Kayleigh,Taylor,40,Head,Married,Female,"Teacher, English as a foreign language", ,Christian
7,Station Road,Josh,Taylor,40,Husband,Married,Male,Special educational needs teacher,None,Christian
8,Station Road,Jade,Murray,52,Head,Married,Female,Politician's assistant,None,Christian
8,Station Road,Joshua,Murray,55,Husband,Married,Male,Professor Emeritus,None,Christian
8,Station Road,Cameron,Murray,17,Son,NA,Male,Student,None,NA
8,Station Road,Justin,Murray,13,Son,NA,Male,Student,None,NA
8,Station Road,Kirsty,Murray,12,Daughter,NA,Female,Student,None,NA
9,Station Road,Brenda,Jackson,68,Head,Divorced,Female,"Retired Surveyor, land/geomatics",Mental Disability,Christian
9,Station Road,Barbara,Jackson,26,Daughter,Single,Female,Barista,None,Christian
10,Station Road,Marian,Thomas,47,Head,Single,Female,Clinical embryologist,None,None
11,Station Road,Hilary,Hawkins,69,Head,Married,Female,Retired General practice doctor,None,None
11,Station Road,Glen,Hawkins,68,Husband,Married,Male,Retired Quarry manager,None,None
12,Station Road,Geraldine,Miller,71,Head,Widowed,Female,Retired Planning and development surveyor,None,Methodist
12,Station Road,Rosie,Miller,45,Daughter,Single,Female,Geophysical data processor,None,Methodist
13,Station Road,Shannon,Stokes,36,Head,Single,Female,Unemployed,None,None
13,Station Road,Amanda,Jenkins,34,Lodger,Single,Female,Customer service manager,None,Catholic
14,Station Road,Rhys,Shaw,62,Head,Married,Male,Learning mentor,None,Methodist
14,Station Road,Olivia,Shaw,63,Wife,Married,Female,"Conservation officer, nature",None,Methodist
15,Station Road,Cameron,Bird,55,Head,Single,Male,"Lighting technician, broadcasting/film/video",None,None
16,Station Road,Adrian,Evans,31,Head,Married,Male,"Psychologist, occupational",None,None
16,Station Road,Natalie,Evans,30,Wife,Married,Female,Mining engineer,None,None
16,Station Road,Darren,Evans,2,Son,NA,Male,Child,None,NA
16,Station Road,Josh,Williams,19,Visitor,Single,Male,Sports development officer,None,Christian
17,Station Road,Nicholas,Stevens,24,Head,Single,Male,Best boy,None,Muslim
17,Station Road,Graeme,Carter,22,None,Single,Male,University Student,None,Methodist
18,Station Road,Callum,Ward,26,Head,Divorced,Male,English as a foreign language teacher,None,Christian
19,Station Road,Katherine,Mitchell,80,Head,Married,Female,"Retired Therapist, nutritional",None,Christian
19,Station Road,Maurice,Mitchell,78,Husband,Married,Male,Retired Logistics and distribution manager,None,Christian
20,Station Road,Amy,Ward,39,Head,Single,Female,Politician's assistant,None,Methodist
20,Station Road,Ashley,Shepherd,44,None,Single,Male,"Scientist, research (life sciences)",None,None
21,Station Road,Jennifer,Thomas,86,Head,Married,Female,Retired Forest/woodland manager,None,Christian
21,Station Road,Roy,Thomas,88,Husband,Married,Male,Retired Animator,None,None
22,Station Road,Owen,Wallis,53,Head,Single,Male,Corporate investment banker,None,Christian
23,Station Road,Josephine,Moore,50,Head,Married,Female,"Buyer, retail",None,None
23,Station Road,Oliver,Moore,57,Husband,Married,Male,Special effects artist,None,None
23,Station Road,Tony,Moore,23,Son,Single,Male,"Psychologist, prison and probation services",None,None
23,Station Road,Katie,Jordan,11,Daughter,NA,Female,Student,None,NA
24,Station Road,Julian,Johnson,84,Head,Married,Male,Retired Site engineer,None,Christian
24,Station Road,Stacey,Johnson,79,Wife,Married,Female,"Retired Programmer, applications",None,Christian
25,Station Road,Graham,Robinson,36,Head,Single,Male,"Loss adjuster, chartered",None,None
26,Station Road,Ashleigh,Hutchinson,49,Head,Married,Female,Insurance underwriter,None,None
26,Station Road,Trevor,Hutchinson,52,Husband,Married,Male,"Restaurant manager, fast food",None,None
26,Station Road,Brenda,Giles-Hutchinson,15,Daughter,NA,Female,Student,None,NA
27,Station Road,Howard,Jackson,84,Head,Married,Male,Retired Industrial buyer,None,Christian
27,Station Road,Caroline,Jackson,80,Wife,Married,Female,Retired Learning disability nurse,None,None
28,Station Road,Michelle,Peters,75,Head,Widowed,Female,Retired Chief Technology Officer,None,None
28,Station Road,Albert,Peters,40,Son,Single,Male,Psychiatric nurse,None,None
28,Station Road,Robert,Peters,38,Son,Single,Male,Ecologist,None,None
28,Station Road,Gillian,Peters,34,Daughter,Single,Female,Geophysical data processor,None,None
28,Station Road,Douglas,Peters,34,Son,Single,Male,Physiotherapist,None,None
29,Station Road,Fiona,Watts,23,Head,Single,Female,"Secretary, company",None,Methodist
30,Station Road,Jean,Chadwick,37,Head,Married,Female,Investment analyst,None,Catholic
30,Station Road,Duncan,Chadwick,38,Husband,Married,Male,Lexicographer,None,None
31,Station Road,Melanie,Holden,40,Head,Divorced,Female,Unemployed,None,None
31,Station Road,Steven,Holden,9,Son,NA,Male,Student,None,NA
31,Station Road,Michelle,Holden,5,Daughter,NA,Female,Student,None,NA
31,Station Road,Kim,Holden,1,Daughter,NA,Female,Child,None,NA
31,Station Road,Marie,Hill,41,Lodger,Single,Female,"Therapist, art",None,None
32,Station Road,Shane,Griffiths,77,Head,Single,Male,Retired Insurance account manager,None,None
32,Station Road,Jodie,Griffiths,47,Daughter,Single,Female,Unemployed,None,None
33,Station Road,Irene,Collier,34,Head,Married,Female,English as a second language teacher,None,Catholic
33,Station Road,Karl,Collier,33,Husband,Married,Male,Unemployed,None,Catholic
34,Station Road,Denise,Henry,39,Head,Single,Female,Counsellor,None,Catholic
34,Station Road,Garry,Wright,41,Partner,Single,Male,"Programmer, systems",None,None
34,Station Road,Jenna,Morris-Henry,14,Daughter,NA,Female,Student,None,NA
35,Station Road,Georgia,Cooke,46,Head,Married,Female,Event organiser,None,Christian
35,Station Road,Douglas,Cooke,48,Husband,Married,Male,"Psychologist, prison and probation services",None,Christian
35,Station Road,Charlotte,Cooke,15,Step-Daughter,NA,Female,Student,None,NA
35,Station Road,Tony,Cooke,11,Step-Son,NA,Male,Student,None,NA
36,Station Road,Terry,Scott,56,Head,Single,Male,"Engineer, maintenance",None,Christian
37,Station Road,Carly,Little,49,Head,Married,Female,Building services engineer,None,Christian
37,Station Road,Geoffrey,Little,46,Husband,Married,Male,Unemployed,None,Christian
37,Station Road,Damien,Little,16,Son,NA,Male,Student,None,NA
37,Station Road,Marc,Little,10,Son,NA,Male,Student,None,NA
37,Station Road,Rachel,Little,6,Daughter,NA,Female,Student,None,NA
38,Station Road,Marilyn,Ellis,37,Head,Married,Female,"Administrator, arts",None,Catholic
38,Station Road,Connor,Ellis,39,Husband,Married,Male,Hydrographic surveyor,None,None
38,Station Road,Owen,Ellis,11,Son,NA,Male,Student,None,NA
38,Station Road,Valerie,Ellis,7,Daughter,NA,Female,Student,None,NA
39,Station Road,Marion,Morton,19,Head,Single,Female,Clinical cytogeneticist,None,None
40,Station Road,Maureen,Davidson,37,Head,Single,Female,Unemployed,None,None
40,Station Road,Colin,Davidson,5,Son,NA,Male,Student,None,NA
41,Station Road,Zoe,Wood,50,Head,Married,Female,Retail buyer,Physical Disability,None
41,Station Road,Scott,Wood,50,Husband,Married,Male,"Editor, commissioning",None,None
41,Station Road,Michael,Savage-Wood,21,Son,Divorced,Male,University Student,None,None
42,Station Road,Rachael,Waters,19,Head,Single,Female,University Student,None,None
42,Station Road,Nicole,O'Donnell,19,None,Divorced,Female,University Student,None,Muslim
42,Station Road,Carl,Owen,41,None,Single,Male,Museum/gallery conservator,None,None
43,Station Road,Martin,Edwards,40,Head,Married,Male,Chief Financial Officer,None,Methodist
43,Station Road,Sheila,Edwards,36,Wife,Married,Female,"Editor, magazine features",None,Methodist
43,Station Road,Howard,Edwards,10,Son,NA,Male,Student,None,NA
43,Station Road,Craig,Edwards,3,Son,NA,Male,Child,None,NA
43,Station Road,Vanessa,Edwards,2,Daughter,NA,Female,Child,None,NA
44,Station Road,Barbara,Parkes,36,Head,Divorced,Female,Unemployed,None,Catholic
44,Station Road,Frederick,Parkes,2,Son,NA,Male,Child,None,NA
45,Station Road,Georgia,Wall,44,Head,Divorced,Female,Analytical chemist,None,None
45,Station Road,Gerald,Wall,19,Son,Single,Male,University Student,None,None
45,Station Road,Lauren,Wall,16,Daughter,NA,Female,Student,None,NA
45,Station Road,Hannah,Clark-Wall,14,Daughter,NA,Female,Student,None,NA
45,Station Road,Liam,Clark-Wall,14,Son,NA,Male,Student,None,NA
46,Station Road,Andrew,Sharp,20,Head,Single,Male,University Student,None,Methodist
46,Station Road,Sophie,Robertson,60,None,Single,Female,Transport planner,None,None
47,Station Road,Pauline,Osborne,69,Head,Married,Female,Retired Youth worker,None,None
47,Station Road,Frederick,Osborne,72,Husband,Married,Male,Retired Trade union research officer,None,None
47,Station Road,William,Osborne,49,Son,Single,Male,"Teacher, English as a foreign language",None,None
48,Station Road,Shannon,Lee,39,Head,Divorced,Female,Unemployed,None,Christian
